NDRG2	2.46756e-05
RNU6-1333P	2.47409e-05
TSHZ2	2.5043e-05
CSMD1	2.51933e-05
NADSYN1	2.57069e-05
MLPH	2.62287e-05
RXFP4	2.62841e-05
ARHGEF2	2.62841e-05
BANK1	2.639e-05
CTB-49A3.2	2.65681e-05
FSTL4	2.65681e-05
ZBTB16	2.71171e-05
CEBPD	2.73096e-05
SPARCL1	2.7392e-05
INHCAP	2.74432e-05
TF	2.74432e-05
PHF21A	2.76592e-05
ADGRG6	2.76797e-05
GML	2.84694e-05
CYP11B2	2.84694e-05
DGKH	2.88481e-05
SYTL1	2.93457e-05
MAP3K6	2.93457e-05
FCN3	2.93457e-05
RBM20	2.99497e-05
CR1	2.99661e-05
TRAF3IP3	3.0182e-05
C1orf74	3.0182e-05
IRF6	3.0182e-05
RNA5SP212	3.06819e-05
SFSWAP	3.1498e-05
RNA5SP378	3.1498e-05
PID1	3.15447e-05
METTL15	3.15705e-05
CDKAL1	3.35109e-05
ACE	3.38057e-05
CHCHD2P11	3.4015e-05
NBEAL2	3.52294e-05
NRADDP	3.52294e-05
RNU6-462P	3.56628e-05
DYRK4	3.64982e-05
NRDE2	3.65842e-05
C2orf76	3.66248e-05
CNTN4	3.76963e-05
CNTN4-AS2	3.76963e-05
CDH12	3.80087e-05
ZNF7	3.8484e-05
COMMD5	3.8484e-05
SKOR1	3.86969e-05
MIR4655	3.88387e-05
PI3	3.88775e-05
LRRN2	3.92803e-05
PDE7B	3.93974e-05
COMMD3	4.03481e-05
COMMD3-BMI1	4.03481e-05
BMI1	4.03481e-05
CFAP65	4.04151e-05
OBSCN	4.04377e-05
JAKMIP1	4.04557e-05
TLR1	4.04945e-05
TLR6	4.04945e-05
FAM114A1	4.04945e-05
MIR574	4.04945e-05
MAGI2	4.21393e-05
ARIH2P1	4.2453e-05
LINC00189	4.37021e-05
BACH1	4.37021e-05
GAPDHP14	4.37021e-05
BCKDHB	4.42484e-05
RNF185	4.42745e-05
RNF185-AS1	4.42745e-05
NAV1	4.44696e-05
IPO9-AS1	4.44696e-05
MIR5191	4.44696e-05
FTO	4.51848e-05
SV2C	4.52195e-05
HMGN2P4	4.52195e-05
MFHAS1	4.69497e-05
SRR	4.69519e-05
TSR1	4.69519e-05
SNORD91B	4.69519e-05
SNORD91A	4.69519e-05
PACS1	4.69561e-05
ATXN7L1	4.74494e-05
PHACTR3	4.76681e-05
C16orf97	4.83443e-05
F5	4.84067e-05
LPIN1	4.92993e-05
FRY	4.94674e-05
SNORD116-10	4.94864e-05
SNORD116-11	4.94864e-05
SNORD116-12	4.94864e-05
SNORD116-13	4.94864e-05
SNORD116-14	4.94864e-05
SNORD116-15	4.94864e-05
SNORD116-16	4.94864e-05
SNORD116-17	4.94864e-05
SNORD116-18	4.94864e-05
SNORD116-19	4.94864e-05
SNORD116-20	4.94864e-05
SNORD116-23	4.94864e-05
UNC13C	4.95189e-05
CFAP299	4.98944e-05
SQOR	5.06018e-05
SHROOM3	5.06119e-05
ISCA1P3	5.08722e-05
ATP8B4	5.13159e-05
RNA5SP394	5.13159e-05
LINC00271	5.14617e-05
HMGB1P17	5.14617e-05
NUBPL	5.17198e-05
SPATA13	5.18053e-05
KIAA0753	5.23825e-05
IGFBP7-AS1	5.24516e-05
HSD11B1	5.25507e-05
CRACD	5.27426e-05
SPATS2L	5.29442e-05
EXTL3	5.4354e-05
ARSG	5.46099e-05
C15orf48	5.52515e-05
MIR147B	5.52515e-05
RNU6-501P	5.62047e-05
LAMB4	5.7073e-05
RCAN3	5.71251e-05
SCARNA20	5.75771e-05
NEDD8-MDP1	5.7621e-05
NEDD8	5.7621e-05
GMPR2	5.7621e-05
UBR4	5.86685e-05
TIMELESS	5.90604e-05
ANKS1B	5.95303e-05
XKR4	5.95366e-05
TRIM33	5.95891e-05
PLCB1	5.96512e-05
EXT1	5.96561e-05
ZNF385D	5.9771e-05
ULK1	6.00588e-05
KRT3	6.04439e-05
KRT4	6.04439e-05
STAP2	6.07975e-05
MPND	6.07975e-05
RIPK1	6.14219e-05
RNA5SP201	6.14219e-05
KLHDC7A	6.17118e-05
ZNF492	6.20154e-05
TM9SF1	6.2733e-05
CHMP4A	6.2733e-05
MDP1	6.2733e-05
ACAD9	6.29505e-05
HNRNPA1P16	6.29853e-05
PSIP1	6.35335e-05
PCSK5	6.418e-05
PDE11A	6.42303e-05
RPL34P33	6.44236e-05
SOBP	6.44832e-05
HNRNPH1P3	6.47038e-05
CCDC197	6.49062e-05
HOMER1	6.537e-05
TMEM26	6.59788e-05
SBSN	6.64071e-05
GAPDHS	6.64071e-05
RNA5SP75	6.66484e-05
PLCB4	6.69366e-05
SYT11	6.70534e-05
TSSK4	6.81166e-05
FLT3	6.9477e-05
MED10	6.9608e-05
MARCHF1	7.16106e-05
KAZN	7.16583e-05
TOX2	7.24792e-05
ACSL1	7.27309e-05
TXNDC17	7.43648e-05
MED31	7.43648e-05
CDH13	7.47869e-05
PSMC1P8	7.48636e-05
SMO	7.50502e-05
C17orf100	7.52622e-05
PHF3	7.61245e-05
EYS	7.61245e-05
B3GALT1	7.64975e-05
CNKSR3	7.65436e-05
TMEM179	7.70122e-05
OSBPL11	7.77184e-05
RNA5SP140	7.79081e-05
PARD3B	7.88922e-05
TCERG1L	7.94317e-05
ZNF849P	8.09807e-05
BRD4	8.17863e-05
FOXN3	8.18262e-05
CACNA2D3	8.18728e-05
DEPDC5	8.23797e-05
RN7SL20P	8.23797e-05
CCL25	8.2931e-05
FBN3	8.2931e-05
SLC45A2	8.33419e-05
BLNK	8.43199e-05
NR5A2	8.50347e-05
RGS9	8.57977e-05
ATP4A	8.59287e-05
PITPNC1	8.66236e-05
SEMA6A	8.68328e-05
SLC35F3	8.71601e-05
NTS	8.80829e-05
CNTRL	8.85564e-05
GFRAL	8.87895e-05
ADGRA3	8.88633e-05
RN7SKP186	8.90189e-05
DDR1-DT	8.90189e-05
DDR1	8.90189e-05
CD300A	8.94649e-05
KLC2	8.963e-05
RAB1B	8.963e-05
CNIH2	8.963e-05
TBC1D5	9.00516e-05
SATB1	9.00516e-05
SLC26A8	9.01475e-05
ITGA2	9.05505e-05
MOCS2	9.05505e-05
C6orf136	9.06051e-05
DHX16	9.06051e-05
DNAJC5B	9.0866e-05
HMGB1P8	9.12226e-05
KRTAP5-7	9.17292e-05
RNF217	9.26709e-05
ZDHHC8P1	9.28572e-05
MIR4687	9.31097e-05
SHTN1	9.33363e-05
EMILIN2	9.36232e-05
SNORD116-9	9.40862e-05
DNAJC2	9.41913e-05
PSMC2	9.41913e-05
CEND1P1	9.43044e-05
SEMG1	9.48258e-05
GAS7	9.4993e-05
IGF2BP3	9.54057e-05
PTPN23	9.62498e-05
CAB39	9.6491e-05
BANF1P3	9.6491e-05
PDE4B	9.6891e-05
NGF	9.75912e-05
MAP3K20	9.93194e-05
MAP3K20-AS1	9.93194e-05
HHAT	0.000100104
UNKL	0.000100387
UGGT2	0.000100598
PRKCH	0.000100879
CNOT2	0.000100955
LINC00967	0.000102543
TPST1	0.000102551
IFNG-AS1	0.000105059
MYO16	0.000106159
HNRNPA1P57	0.00010624
IL26	0.000106682
NEK10	0.000106821
ME3	0.000106873
GAN	0.000106876
SPAG6	0.000107146
SSTR1	0.000107439
MIR3660	0.000107614
USP53	0.000108095
CD44	0.000109304
PDE3A	0.000109572
EIF3E	0.000109854
GNG2	0.000109942
RAD23BP1	0.000109958
ARHGAP26	0.000109996
SLC4A7	0.000110825
HECW1	0.000110897
HNRNPA1P73	0.000111416
SGSM2	0.000111787
IFIH1	0.000112085
GCA	0.000112085
DPYSL2	0.000112677
SH3RF1	0.000113928
NRAD1	0.000114092
RNA5SP435	0.000114144
INSR	0.000114634
EMP2	0.000114906
EIF4B	0.000115038
TNS2	0.000115038
KLHL18	0.000115054
GPR68	0.000115726
CAMTA1	0.000115733
CDKN3	0.000116251
CNIH1	0.000116251
PRKD1	0.000116394
CLCA4	0.000116415
MARK2P6	0.000116782
TTLL11	0.00011679
TTLL11-IT1	0.00011679
MYCT1	0.000117051
AMOTL1	0.00011741
C16orf82	0.000118237
HSPD1P16	0.000118635
SEMA5B	0.000120466
STXBP4	0.000121448
ALDH1A2	0.000121601
SNORD112	0.000123026
SPATS2	0.00012309
ZNF354A	0.000123431
CACNA2D1	0.000124491
RAD51B	0.000124821
ATXN1	0.000124954
KIAA1257	0.000125448
EWSAT1	0.000125485
MIR4520-1	0.000127456
EMC1	0.000127869
C1orf115	0.000128414
CNTN6	0.000129153
BPHL	0.000129818
TUBB2A	0.000129818
TBC1D32	0.000130331
TTC7B	0.000130792
DPP10	0.000130945
SLPI	0.00013176
UGT3A2	0.000132074
HS2ST1	0.000132253
MNAT1	0.00013277
RNU5A-8P	0.00013308
ICOS	0.00013317
BTN2A2	0.00013356
BTN3A1	0.00013356
DBT	0.000133579
ATF7	0.000134628
PCSK6	0.000135026
NLGN1	0.000135298
MYLK4	0.000136705
GRM5	0.000137171
RNU6-602P	0.00013829
SMYD2	0.000138406
PYGL	0.000138957
RNU6-1	0.000140208
VTI1A	0.000140669
KIF16B	0.00014128
SSC4D	0.000141613
ZP3	0.000141613
SPARC	0.000141789
CLMAT3	0.000141789
EYA4	0.000141828
HHLA3	0.000143821
TMEM244	0.000144052
CD1D	0.000144252
BRD2	0.000144405
SEMG2	0.000144724
ABCG2	0.000144904
RNU6ATAC31P	0.000144904
HCRTR2	0.000145412
RNU6-243P	0.000147884
ZNF71	0.000149056
GREB1	0.0001498
RNU2-13P	0.0001498
RNA5SP85	0.0001498
GAPDHP23	0.000150214
HSD3BP1	0.000150214
LRCH3	0.000150225
IQCG	0.000150225
RNU6-858P	0.000150225
TM6SF1	0.000151092
JCAD	0.000151579
NRIP1	0.000152018
HSD3BP2	0.000152293
ESPNL	0.000152924
PLXNA4	0.000153848
FGF12	0.000154601
NCBP3	0.000155155
ZEB2P1	0.000155396
UTP20	0.000156081
PXDC1	0.000156291
L3MBTL4	0.000156469
RNU5F-3P	0.000156469
KCNS3	0.000157027
WWC2	0.000157449
WWC2-AS1	0.000157449
LINC00927	0.000157902
CLCA3P	0.000158567
GPRC5C	0.000159256
PTPN14	0.00015943
RHBG	0.000159597
MAPT	0.000159614
EIF2B5	0.000160497
LINC00229	0.000160505
TAFA1	0.000160657
LOC108167314	0.000160657
LINC00511	0.000160972
MAP3K12	0.000161092
TARBP2	0.000161092
STAU2-AS1	0.000161443
STAU2	0.000161443
FHIT	0.000161477
RXFP3	0.000161504
COP1	0.000161655
AKAP7	0.000162616
MAP6D1	0.000163503
PARL	0.000163503
RSPH14	0.000165447
GNAZ	0.000165447
BCL11A	0.000166183
EPB41L3	0.000166661
RPL6P12	0.000168
RNU6-1298P	0.000168459
DNAH11	0.000168497
RN7SL299P	0.000168735
MACROD2	0.000170026
LUZP2	0.00017131
SNORD116-24	0.000172196
SNORD116-25	0.000172196
SNORD116-26	0.000172196
SNORD116-27	0.000172196
SNORD116-29	0.000172196
SNORD116-30	0.000172196
RYR3	0.000175242
MAP4	0.000175427
SERPINA13P	0.000175705
GUCY2EP	0.000176363
RNU4-43P	0.000176567
RNF165	0.000178307
FSTL5	0.000178348
ITGA1	0.000179112
VRK3	0.000179834
ZNF473	0.000179834
PIP5K1B	0.000180631
PON2	0.000180865
CNTNAP5	0.000182156
VPS13C	0.000183029
PAK2	0.000183826
ZNF395	0.000184358
FBXO16	0.000184358
GABRB1	0.000184549
MTSS1	0.000185953
LRRC39	0.000186339
SERPING1	0.000186798
RELL1	0.000186822
SNURF	0.00018758
AFG1L	0.000188183
RNU6-665P	0.000188497
GTF2H4	0.000189467
VARS2	0.000189467
SFTA2	0.000189467
TBPL1	0.000189479
SLC2A12	0.000189479
FTO-IT1	0.000190341
SLFN11	0.0001912
ERO1B	0.000191268
DLG2	0.00019149
BRI3P1	0.000193441
DAGLB	0.000193493
KDELR2	0.000193493
FAM71C	0.000193636
ATP5MC2	0.000194267
TTLL5	0.000195542
IFT46	0.000196579
ARCN1	0.000196579
GP2	0.000196764
ZNF710	0.000197712
MIR3174	0.000197712
AHI1	0.00019861
RNU6-1157P	0.0001988
RNU6-1144P	0.0001993
CD164	0.00019983
PSD3	0.00020047
RPL35P6	0.00020047
MGST1	0.000202068
ANTXR1	0.000202665
TENM4	0.000203423
KRT8P48	0.000203582
TNS3	0.000203734
ZBTB20	0.000203919
TACC2	0.00020412
CCDC60	0.000204409
RNU6-455P	0.000204673
YIF1A	0.000206332
TMEM151A	0.000206332
PPIAP16	0.000206539
SEMA6D	0.000207373
FABP2	0.000209701
DCLK1	0.000209947
MARVELD2	0.000211184
NRXN3	0.000211504
PDE4D	0.000212061
COL11A1	0.000213078
MIR4720	0.00021359
ODF2L	0.000213669
MAML3	0.000214247
SYNE1	0.000214581
LINC01446	0.000215177
EPHB1	0.000215343
DISC1	0.000216017
TMEM131L	0.000216354
POLR2M	0.000217429
EBF1	0.000217628
COX6A1P2	0.000217652
PDIA3	0.000218494
LINC01588	0.000219027
MAST4	0.000219248
IL21R	0.000219301
IL21R-AS1	0.000219301
MEF2A	0.000219802
CLASP2	0.000219872
UBE2G2	0.0002199
CAMK1D	0.000219983
VWDE	0.000220266
RNU1-76P	0.000221068
FAM220A	0.000222305
TPPP2	0.000222512
TES	0.000224077
SNORD3A	0.000224968
SNORD3P3	0.000224968
SNORD3P1	0.000224968
SNORD3P2	0.000224968
SNORD3P4	0.000224968
LOC107984723	0.000224968
MUCL3	0.000225182
HCG21	0.000225182
SCUBE1	0.000225766
SLC39A11	0.000225882
LINGO2	0.000226812
LACTB2	0.000227764
RN7SL19P	0.000227764
XKR9	0.000227764
NOD1	0.000227839
MPPED1	0.00022813
BDKRB2	0.000228186
PAM	0.000229008
FRZB	0.000229644
RNU6-1122P	0.000229644
RAI1	0.000232387
DTWD2	0.000232987
PPIL6	0.000234136
SMPD2	0.000234136
MICAL1	0.000234136
ATP2B2-IT2	0.000234598
LINC00636	0.000234851
MAPT-AS1	0.000234888
RASAL2	0.000235522
ACTR3	0.000235786
BNC2	0.000235881
C4orf3	0.000236866
POMGNT1	0.000236882
LURAP1	0.000236882
NBPF7	0.000238763
PFN1P9	0.000238763
PTPRD	0.000239073
RNU7-185P	0.000239073
IL19	0.000239319
SLMAP	0.000239583
THSD7A	0.000240047
SH3PXD2A	0.000240429
SALL2	0.000243316
TFEC	0.000245229
GSG1L	0.000246567
RNU6-1241P	0.000246567
HNRNPA1P43	0.000246919
SNX29	0.000250278
CP	0.000250348
GOLGA3	0.000251477
TIMM44	0.000251521
ELAVL1	0.000251521
RNA5SP494	0.00025181
RPL5P30	0.000251814
DPYS	0.000252174
MCFD2	0.000252429
APC	0.000252474
LIN7A	0.000252882
MIR618	0.000252882
ACSS3	0.000252882
ELMOD1	0.000253247
GAB1	0.000253624
SNORD109A	0.000254544
SNORD116-1	0.000254544
SNORD116-2	0.000254544
SNORD116-3	0.000254544
SRL	0.000255246
PPP1R18	0.00025556
NRM	0.00025556
RPL7P4	0.00025556
MDC1	0.00025556
MDC1-AS1	0.00025556
RNU7-102P	0.000256217
RBFOX3	0.000257026
PDE9A	0.000259247
RNU7-96P	0.000260713
NHLH2	0.000260927
LITAF	0.000263188
AHCYL1	0.00026334
FREM1	0.000263624
ACP4	0.000263683
C19orf48	0.000263683
SLC13A3	0.000264133
PWAR6	0.000265005
RNU6-268P	0.000265418
MALRD1	0.000265512
CR2	0.000265603
RTCA	0.000265983
MICC	0.000266101
CPHL1P	0.000266335
ZFAND4	0.000266774
GNAI1	0.000267612
RPL12P8	0.000270449
GCLC	0.00027049
PLCG2	0.000270628
NHSL1	0.000270978
SEMA4F	0.000272144
CHRNB4	0.000272571
ACE3P	0.000273227
GULOP	0.000274956
BAIAP3	0.000275188
TSR3	0.000275188
GNPTG	0.000275188
NPFF	0.00027584
ANKRD7	0.000275986
RNF144B	0.0002765
LINC00243	0.000277077
TAF4	0.000277481
CERS6	0.000278216
LINC00523	0.00028012
OSBPL10	0.000281009
NPAS2	0.000281343
LECT2	0.000282674
FBXL21P	0.000282674
CCDC190	0.000283077
KCTD15	0.000283343
ZNF831	0.000283356
GDAP1L1	0.000283841
EIPR1	0.000285324
CADPS2	0.000285722
CCDC162P	0.000286291
HNMT	0.000286361
MIR553	0.000287193
RNU6-263P	0.000287391
ATP5MGP3	0.000289007
ADGRG5	0.000289354
OAS3	0.00028941
STARD4-AS1	0.000289789
NREP	0.000289789
SHISA9	0.000290628
GABRG3	0.000291246
CERS4	0.00029231
SMIM17	0.000292387
PNOC	0.000292726
RNU6-566P	0.000294385
KCNMB4	0.000294917
OPCML	0.000295517
IGSF9B	0.000296712
SP1	0.000297488
RHPN2	0.000297825
ACTR8	0.000297838
SELENOK	0.000297838
POLG2	0.000297844
DDX5	0.000297844
MIR3064	0.000297844
MIR5047	0.000297844
CEP95	0.000297844
PISD	0.000299143
TPO	0.000299168
LINC01600	0.000299426
GSAP	0.000299491
ELK3	0.000299857
RN7SL98P	0.000300547
FTH1P12	0.000300547
PTPRZ1	0.000301459
AKAP3	0.000302526
GLUD1P5	0.000302958
BACH1-AS1	0.000303644
BACH1-IT2	0.000303644
PHLDB1	0.000303698
SAMD12	0.000303957
GAPDHP73	0.000304002
RN7SKP10	0.000304944
ENPP1	0.000305911
RGL1	0.000306239
PRSS23	0.000307415
DYNC1I2P1	0.000308056
TEX47	0.00030909
NELL1	0.00031091
RPL7P40	0.00031132
NCAM1	0.000311565
A2MP1	0.000311809
CDC40	0.000315183
DNMT3A	0.000316458
ARL2BPP4	0.000316494
SRGAP3	0.00031795
SRGAP3-AS3	0.00031795
GASK1B	0.000319024
FAM198B-AS1	0.000319024
NOL4	0.0003197
PRR14L	0.000321525
CLTA	0.000321734
GNE	0.000321734
RNU4-53P	0.000321734
TMEM25	0.000322326
PMPCB	0.000322565
TUSC3	0.000323745
COL6A3	0.000323905
TRIP4	0.000324367
PSMB5	0.000324409
ZNF99	0.000324942
TSPAN5	0.000325352
GLRX3	0.000325639
MPP7	0.000326902
PRKG1	0.000327054
RPS6KA2	0.00032938
RAMACL	0.00032938
KRT26	0.000331261
KRT27	0.000331261
NPAS3	0.000332027
RN7SL38P	0.000332711
LRIG1	0.000332893
RNA5SP396	0.000333245
ELSPBP1	0.000333515
KLHL6	0.000333797
TMPO	0.000334467
ZNF98	0.000335702
DDX24	0.000336242
IFI27L1	0.000336242
RNU2-29P	0.000336529
CFAP161	0.000338067
TNKS2	0.000338398
NGEF	0.000339557
COPS8P2	0.000341837
MSMO1	0.000345895
STAP1	0.000346818
NPR3	0.00034723
C9orf85	0.000347478
FAM107A	0.000348839
ELP6	0.000348866
SMG6	0.000349525
NPSR1-AS1	0.000352346
KIF18A	0.000355568
PSAT1	0.000355797
GNG5P1	0.000356297
MCPH1	0.000356814
RALA	0.000358366
NEU2	0.000359242
CENPO	0.000359781
ADCY3	0.000359781
TMPO-AS1	0.000360162
SOSTDC1	0.000360261
P3H2	0.000360964
MTAPP2	0.000360964
TUBB	0.000362472
RN7SKP234	0.00036279
TNFRSF8	0.000364128
HCG27	0.000364926
RAB11FIP5	0.000366106
QSOX1	0.00036654
CASC4	0.000367145
ADAMTS16	0.000367284
MIR130A	0.000368986
MSR1	0.000369315
DENND6A	0.000369337
GFOD1	0.000369513
TNFRSF11A	0.000370096
ITGA8	0.000371804
ARF4	0.000372825
RNA5SP430	0.000373791
RNA5SP208	0.000374051
DHX15	0.000374096
MIR573	0.000374096
ANK2	0.000376347
TAF9	0.000377613
EDARADD	0.000377723
ZBTB24	0.000380113
PRKCZ	0.000380221
ST8SIA1	0.000380392
CCDC141	0.000380675
GSTTP2	0.00038265
CABIN1	0.00038265
NKAIN2	0.000384436
PCED1CP	0.000385318
SLC8A1	0.000385775
STX18	0.000389599
PCED1B	0.000390754
TNFRSF19	0.000391228
GRM7	0.000392111
NOX4	0.000392613
ABCC9	0.000393134
UMAD1	0.000393209
EFL1P1	0.000394036
WFDC12	0.000394084
KCNMB2	0.000394341
BCL2L13	0.000394827
LRP1B	0.000397036
RNU6-904P	0.000397036
ZNF517	0.000397242
HPDL	0.000398011
MUTYH	0.000398011
ST6GALNAC3	0.000399024
RHOQ	0.000400025
LIMCH1	0.000400242
KLHL8	0.00040105
GAPDHP60	0.00040105
ST5	0.0004011
C4BPAP2	0.000402161
SNAPC3	0.000403638
SLC35A3	0.000406095
SMAD7	0.000406108
KCNQ5	0.000409821
SMPD3	0.000410869
ASIC2	0.000411424
COX17	0.000412925
DYSF	0.000414998
C1orf61	0.000415354
GABRB3	0.000417128
FXYD6-FXYD2	0.000417135
FXYD6	0.000417135
WDR7	0.000417614
EPS8L2	0.000419469
WFDC5	0.000419591
SMYD3	0.000421391
C5	0.000421758
S100A11P1	0.0004218
WSCD1	0.000422022
HMGCLL1	0.000423365
RNU6-342P	0.000424197
RPS20P15	0.000424244
PODN	0.000424887
SLC1A7	0.000424887
ARMC4	0.000426184
CHODL	0.000427243
RNY4P29	0.000427629
CTAGE16P	0.000427629
RPS6P2	0.000428746
RAD17	0.000430492
FOXP1	0.000431281
EPHX2	0.000431954
MIPOL1	0.000434096
NCOA2	0.000434932
ARMH1	0.000436305
TRIM24	0.000437817
RP9	0.000437842
CTSL3P	0.000441207
GHR	0.000441963
SORBS2	0.00044353
SNRK	0.000443903
ANO10	0.000443903
RPL23P2	0.000444567
RWDD2B	0.000444567
CGNL1	0.000444785
LAMP5	0.000446466
PAK5	0.000446466
MFSD14A	0.000447038
SASS6	0.000447038
GABBR2	0.000447367
TLR10	0.000450194
PON1	0.000451108
PON3	0.000451108
CNTN3	0.000451495
RAB14	0.000451626
RN7SL181P	0.000451626
GSN	0.000451626
BAZ2B	0.000454227
FMO4	0.000454774
TOP1P1	0.000454774
FOXL1	0.000456235
VCAN	0.000457032
VCAN-AS1	0.000457032
ZNF730	0.00045962
ZIM2	0.000460334
SATB2	0.000466853
SATB2-AS1	0.000466853
APOL3	0.000466986
LRRTM4	0.000467026
PCBP2P3	0.0004672
CNGB1	0.000467252
TTC6	0.000467588
RNU6-1277P	0.000467588
KCNE1	0.000468292
DLST	0.000468396
RPS6KL1	0.000468396
ZRANB2-AS2	0.000470786
NEGR1	0.000470786
FAM92A1P2	0.00047116
ARHGEF3-AS1	0.000471936
CPNE2	0.00047687
ELMO1	0.00047765
RPS10P14	0.00047765
TRMT5	0.000477678
RNU6-398P	0.000477678
HS3ST5	0.000477831
LGALS3	0.000478863
LINC00971	0.000481406
GBE1	0.000482639
TSPAN18	0.000483457
TP53I11	0.000483457
AK9	0.000484832
SIPA1L2	0.000485175
METTL4	0.000485189
MIR3139	0.000486461
ELF5	0.000486757
AGAP10P	0.000487433
YLPM1	0.000487722
RPL31P40	0.000487781
CES5A	0.00049096
CCDC181	0.00049392
SLC19A2	0.00049392
DDAH1	0.000495402
OPN5	0.000497139
JAML	0.000497476
MKNK1-AS1	0.00049783
MKNK1	0.00049783
CCDC146	0.000498789
TRIM5	0.000499128
OR52E6	0.000499128
